"","STATE","STNAME","AGEGRP","RACE","ESTIMATE","MR","EOC"
"1385",42,"Pennsylvania","9","A",26003,26689,2.6
"1386",42,"Pennsylvania","9","AIC",27735,28886,4.07
"1387",42,"Pennsylvania","10","A",23068,24138,4.53
"1388",42,"Pennsylvania","10","AIC",24651,25937,5.08
"1389",42,"Pennsylvania","11","A",19299,20752,7.26
"1390",42,"Pennsylvania","11","AIC",20722,22234,7.04
"1391",42,"Pennsylvania","12","A",15939,17638,10.12
"1392",42,"Pennsylvania","12","AIC",17029,18773,9.74
"1393",42,"Pennsylvania","13","A",12904,14074,8.67
"1394",42,"Pennsylvania","13","AIC",13726,14820,7.66
"1395",42,"Pennsylvania","14","A",9031,9775,7.91
"1396",42,"Pennsylvania","14","AIC",9513,10278,7.73
"1397",42,"Pennsylvania","15","A",6374,6882,7.66
"1398",42,"Pennsylvania","15","AIC",6728,7253,7.51
"1399",42,"Pennsylvania","16","A",4375,4403,0.64
"1400",42,"Pennsylvania","16","AIC",4639,4625,-0.3
"1401",42,"Pennsylvania","17","A",2675,2381,-11.63
"1402",42,"Pennsylvania","17","AIC",2855,2548,-11.36
"1403",42,"Pennsylvania","18","A",2264,1608,-33.88
"1404",42,"Pennsylvania","18","AIC",2439,1734,-33.79
"1405",44,"Rhode Island","1","A",2274,2056,-10.07
"1406",44,"Rhode Island","1","AIC",2989,3109,3.94
"1407",44,"Rhode Island","2","A",2149,2068,-3.84
"1408",44,"Rhode Island","2","AIC",2814,2886,2.53
"1409",44,"Rhode Island","3","A",2070,1935,-6.74
"1410",44,"Rhode Island","3","AIC",2537,2580,1.68
"1411",44,"Rhode Island","4","A",2823,2998,6.01
"1412",44,"Rhode Island","4","AIC",3401,3767,10.21
"1413",44,"Rhode Island","5","A",2800,4043,36.33
"1414",44,"Rhode Island","5","AIC",3344,4769,35.13
"1415",44,"Rhode Island","6","A",2882,3447,17.85
"1416",44,"Rhode Island","6","AIC",3199,3853,18.55
"1417",44,"Rhode Island","7","A",2702,2786,3.06
"1418",44,"Rhode Island","7","AIC",2971,3121,4.92
"1419",44,"Rhode Island","8","A",2473,2350,-5.1
"1420",44,"Rhode Island","8","AIC",2698,2629,-2.59
"1421",44,"Rhode Island","9","A",2108,2111,0.14
"1422",44,"Rhode Island","9","AIC",2324,2326,0.09
"1423",44,"Rhode Island","10","A",1913,1962,2.53
"1424",44,"Rhode Island","10","AIC",2094,2182,4.12
"1425",44,"Rhode Island","11","A",1703,1724,1.23
"1426",44,"Rhode Island","11","AIC",1856,1891,1.87
"1427",44,"Rhode Island","12","A",1323,1357,2.54
"1428",44,"Rhode Island","12","AIC",1480,1488,0.54
"1429",44,"Rhode Island","13","A",974,1086,10.87
"1430",44,"Rhode Island","13","AIC",1053,1185,11.8
"1431",44,"Rhode Island","14","A",650,694,6.55
"1432",44,"Rhode Island","14","AIC",705,749,6.05
"1433",44,"Rhode Island","15","A",519,516,-0.58
"1434",44,"Rhode Island","15","AIC",560,556,-0.72
"1435",44,"Rhode Island","16","A",350,296,-16.72
"1436",44,"Rhode Island","16","AIC",382,326,-15.82
"1437",44,"Rhode Island","17","A",250,200,-22.22
"1438",44,"Rhode Island","17","AIC",268,218,-20.58
"1439",44,"Rhode Island","18","A",222,139,-45.98
"1440",44,"Rhode Island","18","AIC",241,164,-38.02
"1441",45,"South Carolina","1","A",5285,4129,-24.56
"1442",45,"South Carolina","1","AIC",7912,6806,-15.03
"1443",45,"South Carolina","2","A",4976,4394,-12.42
"1444",45,"South Carolina","2","AIC",7118,6691,-6.18
"1445",45,"South Carolina","3","A",4067,3815,-6.39
"1446",45,"South Carolina","3","AIC",5851,5642,-3.64
"1447",45,"South Carolina","4","A",3755,3967,5.49
"1448",45,"South Carolina","4","AIC",5203,5618,7.67
"1449",45,"South Carolina","5","A",4175,4748,12.84
"1450",45,"South Carolina","5","AIC",5572,6293,12.15
"1451",45,"South Carolina","6","A",4639,5458,16.22
"1452",45,"South Carolina","6","AIC",5819,6776,15.2
"1453",45,"South Carolina","7","A",5147,5409,4.96
"1454",45,"South Carolina","7","AIC",6065,6480,6.62
"1455",45,"South Carolina","8","A",6014,5929,-1.42
"1456",45,"South Carolina","8","AIC",6820,6779,-0.6
"1457",45,"South Carolina","9","A",5076,4986,-1.79
"1458",45,"South Carolina","9","AIC",5686,5642,-0.78
"1459",45,"South Carolina","10","A",4332,4315,-0.39
"1460",45,"South Carolina","10","AIC",4902,4903,0.02
"1461",45,"South Carolina","11","A",3641,3766,3.38
"1462",45,"South Carolina","11","AIC",4152,4223,1.7
"1463",45,"South Carolina","12","A",3310,3295,-0.45
"1464",45,"South Carolina","12","AIC",3749,3634,-3.12
"1465",45,"South Carolina","13","A",2782,2716,-2.4
"1466",45,"South Carolina","13","AIC",3091,2959,-4.36
"1467",45,"South Carolina","14","A",1944,1819,-6.64
"1468",45,"South Carolina","14","AIC",2162,1981,-8.74
"1469",45,"South Carolina","15","A",1434,1216,-16.45
"1470",45,"South Carolina","15","AIC",1625,1332,-19.82
"1471",45,"South Carolina","16","A",789,705,-11.24
"1472",45,"South Carolina","16","AIC",906,809,-11.31
"1473",45,"South Carolina","17","A",507,364,-32.84
"1474",45,"South Carolina","17","AIC",583,411,-34.61
"1475",45,"South Carolina","18","A",379,216,-54.79
"1476",45,"South Carolina","18","AIC",461,253,-58.26
"1477",46,"South Dakota","1","A",765,576,-28.19
"1478",46,"South Dakota","1","AIC",1311,1107,-16.87
"1479",46,"South Dakota","2","A",733,605,-19.13
"1480",46,"South Dakota","2","AIC",1165,980,-17.25
"1481",46,"South Dakota","3","A",550,597,8.2
"1482",46,"South Dakota","3","AIC",923,947,2.57
"1483",46,"South Dakota","4","A",425,593,33.01
"1484",46,"South Dakota","4","AIC",739,902,19.87
"1485",46,"South Dakota","5","A",661,931,33.92
"1486",46,"South Dakota","5","AIC",966,1200,21.61
"1487",46,"South Dakota","6","A",711,760,6.66
"1488",46,"South Dakota","6","AIC",896,937,4.47
"1489",46,"South Dakota","7","A",648,729,11.76
"1490",46,"South Dakota","7","AIC",771,867,11.72
"1491",46,"South Dakota","8","A",737,679,-8.19
"1492",46,"South Dakota","8","AIC",837,769,-8.47
"1493",46,"South Dakota","9","A",616,561,-9.35
"1494",46,"South Dakota","9","AIC",699,639,-8.97
"1495",46,"South Dakota","10","A",452,496,9.28
"1496",46,"South Dakota","10","AIC",521,579,10.55
"1497",46,"South Dakota","11","A",344,407,16.78
"1498",46,"South Dakota","11","AIC",394,453,13.93
"1499",46,"South Dakota","12","A",306,285,-7.11
"1500",46,"South Dakota","12","AIC",372,320,-15.03
"1501",46,"South Dakota","13","A",221,230,3.99
"1502",46,"South Dakota","13","AIC",239,251,4.9
"1503",46,"South Dakota","14","A",125,126,0.8
"1504",46,"South Dakota","14","AIC",142,138,-2.86
"1505",46,"South Dakota","15","A",94,93,-1.07
"1506",46,"South Dakota","15","AIC",105,107,1.89
"1507",46,"South Dakota","16","A",58,54,-7.14
"1508",46,"South Dakota","16","AIC",66,65,-1.53
"1509",46,"South Dakota","17","A",42,37,-12.66
"1510",46,"South Dakota","17","AIC",44,43,-2.3
"1511",46,"South Dakota","18","A",39,16,-83.64
"1512",46,"South Dakota","18","AIC",54,19,-95.89
"1513",47,"Tennessee","1","A",7585,6977,-8.35
"1514",47,"Tennessee","1","AIC",10634,10525,-1.03
"1515",47,"Tennessee","2","A",7043,7458,5.72
"1516",47,"Tennessee","2","AIC",9959,10570,5.95
"1517",47,"Tennessee","3","A",5812,6290,7.9
"1518",47,"Tennessee","3","AIC",8207,8678,5.58
"1519",47,"Tennessee","4","A",5668,6156,8.25
"1520",47,"Tennessee","4","AIC",7857,8237,4.72
"1521",47,"Tennessee","5","A",5813,6768,15.18
"1522",47,"Tennessee","5","AIC",7521,8621,13.63
"1523",47,"Tennessee","6","A",6978,8668,21.6
"1524",47,"Tennessee","6","AIC",8477,10463,20.97
"1525",47,"Tennessee","7","A",8221,8898,7.91
"1526",47,"Tennessee","7","AIC",9477,10428,9.56
"1527",47,"Tennessee","8","A",9041,9250,2.29
"1528",47,"Tennessee","8","AIC",10145,10477,3.22
"1529",47,"Tennessee","9","A",8117,7789,-4.12
"1530",47,"Tennessee","9","AIC",8933,8729,-2.31
"1531",47,"Tennessee","10","A",6545,6450,-1.46
"1532",47,"Tennessee","10","AIC",7281,7292,0.15
"1533",47,"Tennessee","11","A",5193,5324,2.49
"1534",47,"Tennessee","11","AIC",5803,6036,3.94
"1535",47,"Tennessee","12","A",4548,4671,2.67
"1536",47,"Tennessee","12","AIC",5062,5151,1.74
"1537",47,"Tennessee","13","A",3658,3554,-2.88
"1538",47,"Tennessee","13","AIC",3993,3846,-3.75
"1539",47,"Tennessee","14","A",2357,2408,2.14
"1540",47,"Tennessee","14","AIC",2558,2596,1.47
"1541",47,"Tennessee","15","A",1641,1520,-7.66
"1542",47,"Tennessee","15","AIC",1800,1670,-7.49
"1543",47,"Tennessee","16","A",1003,926,-7.98
"1544",47,"Tennessee","16","AIC",1134,1033,-9.32
"1545",47,"Tennessee","17","A",638,515,-21.34
"1546",47,"Tennessee","17","AIC",728,598,-19.61
"1547",47,"Tennessee","18","A",436,275,-45.29
"1548",47,"Tennessee","18","AIC",509,330,-42.67
"1549",48,"Texas","1","A",72722,71772,-1.31
"1550",48,"Texas","1","AIC",93250,94010,0.81
"1551",48,"Texas","2","A",72546,74220,2.28
"1552",48,"Texas","2","AIC",92935,92951,0.02
"1553",48,"Texas","3","A",60900,66580,8.91
"1554",48,"Texas","3","AIC",74890,81974,9.03
"1555",48,"Texas","4","A",53095,64070,18.73
"1556",48,"Texas","4","AIC",63910,77194,18.83
"1557",48,"Texas","5","A",53367,73222,31.37
"1558",48,"Texas","5","AIC",63102,84120,28.55
"1559",48,"Texas","6","A",69209,86988,22.76
"1560",48,"Texas","6","AIC",79175,97359,20.6
"1561",48,"Texas","7","A",82859,89406,7.6
"1562",48,"Texas","7","AIC",91617,98781,7.53
"1563",48,"Texas","8","A",91424,96737,5.65
"1564",48,"Texas","8","AIC",98718,105106,6.27
"1565",48,"Texas","9","A",79317,83219,4.8
"1566",48,"Texas","9","AIC",84745,89577,5.54
"1567",48,"Texas","10","A",66959,71832,7.02
"1568",48,"Texas","10","AIC",71916,77249,7.15
"1569",48,"Texas","11","A",57082,62008,8.27
"1570",48,"Texas","11","AIC",61008,66617,8.79
"1571",48,"Texas","12","A",48577,52227,7.24
"1572",48,"Texas","12","AIC",51334,55447,7.7
"1573",48,"Texas","13","A",38739,41015,5.71
"1574",48,"Texas","13","AIC",40658,43149,5.94
"1575",48,"Texas","14","A",25299,27098,6.87
"1576",48,"Texas","14","AIC",26486,28477,7.24
"1577",48,"Texas","15","A",17294,18220,5.21
"1578",48,"Texas","15","AIC",18166,19276,5.93
"1579",48,"Texas","16","A",11109,11215,0.95
"1580",48,"Texas","16","AIC",11798,11926,1.08
"1581",48,"Texas","17","A",6947,6446,-7.48
"1582",48,"Texas","17","AIC",7381,6900,-6.74
"1583",48,"Texas","18","A",5835,4198,-32.63
"1584",48,"Texas","18","AIC",6219,4518,-31.68
"1585",49,"Utah","1","A",5445,3640,-39.74
"1586",49,"Utah","1","AIC",9282,7923,-15.8
"1587",49,"Utah","2","A",4948,3953,-22.36
"1588",49,"Utah","2","AIC",8530,7527,-12.49
"1589",49,"Utah","3","A",3941,3822,-3.07
"1590",49,"Utah","3","AIC",6683,6807,1.84
"1591",49,"Utah","4","A",3834,4469,15.3
"1592",49,"Utah","4","AIC",6144,7028,13.42
"1593",49,"Utah","5","A",5242,5785,9.85
"1594",49,"Utah","5","AIC",7213,7962,9.87
"1595",49,"Utah","6","A",4916,5716,15.05
"1596",49,"Utah","6","AIC",6410,7494,15.59
"1597",49,"Utah","7","A",4901,5078,3.55
"1598",49,"Utah","7","AIC",6076,6528,7.17
"1599",49,"Utah","8","A",5339,4985,-6.86
"1600",49,"Utah","8","AIC",6235,5945,-4.76
"1601",49,"Utah","9","A",4647,4348,-6.65
"1602",49,"Utah","9","AIC",5233,5031,-3.94
"1603",49,"Utah","10","A",3533,3832,8.12
"1604",49,"Utah","10","AIC",4018,4382,8.67
"1605",49,"Utah","11","A",2938,3289,11.27
"1606",49,"Utah","11","AIC",3399,3746,9.71
"1607",49,"Utah","12","A",2694,2766,2.64
"1608",49,"Utah","12","AIC",2962,3069,3.55
"1609",49,"Utah","13","A",2236,2157,-3.6
"1610",49,"Utah","13","AIC",2401,2348,-2.23
"1611",49,"Utah","14","A",1462,1358,-7.38
"1612",49,"Utah","14","AIC",1590,1465,-8.18
"1613",49,"Utah","15","A",1046,936,-11.1
"1614",49,"Utah","15","AIC",1130,999,-12.31
"1615",49,"Utah","16","A",819,670,-20.01
"1616",49,"Utah","16","AIC",896,724,-21.23
"1617",49,"Utah","17","A",545,510,-6.64
"1618",49,"Utah","17","AIC",593,550,-7.52
"1619",49,"Utah","18","A",584,486,-18.32
"1620",49,"Utah","18","AIC",615,509,-18.86
"1621",50,"Vermont","1","A",503,452,-10.68
"1622",50,"Vermont","1","AIC",872,879,0.8
"1623",50,"Vermont","2","A",547,584,6.54
"1624",50,"Vermont","2","AIC",811,944,15.16
"1625",50,"Vermont","3","A",568,629,10.19
"1626",50,"Vermont","3","AIC",797,903,12.47
"1627",50,"Vermont","4","A",607,848,33.13
"1628",50,"Vermont","4","AIC",862,1230,35.18
"1629",50,"Vermont","5","A",885,901,1.79
"1630",50,"Vermont","5","AIC",1097,1162,5.75
"1631",50,"Vermont","6","A",566,723,24.36
"1632",50,"Vermont","6","AIC",662,872,27.38
"1633",50,"Vermont","7","A",588,651,10.17
"1634",50,"Vermont","7","AIC",685,793,14.61
"1635",50,"Vermont","8","A",699,740,5.7
"1636",50,"Vermont","8","AIC",780,867,10.56
"1637",50,"Vermont","9","A",612,595,-2.82
"1638",50,"Vermont","9","AIC",698,698,0
"1639",50,"Vermont","10","A",462,514,10.66
"1640",50,"Vermont","10","AIC",510,591,14.71
"1641",50,"Vermont","11","A",350,407,15.06
"1642",50,"Vermont","11","AIC",384,469,19.93
"1643",50,"Vermont","12","A",335,349,4.09
"1644",50,"Vermont","12","AIC",357,387,8.06
"1645",50,"Vermont","13","A",237,278,15.92
"1646",50,"Vermont","13","AIC",268,298,10.6
"1647",50,"Vermont","14","A",150,154,2.63
"1648",50,"Vermont","14","AIC",160,161,0.62
"1649",50,"Vermont","15","A",131,100,-26.84
"1650",50,"Vermont","15","AIC",144,116,-21.54
"1651",50,"Vermont","16","A",85,73,-15.19
"1652",50,"Vermont","16","AIC",90,79,-13.02
"1653",50,"Vermont","17","A",55,44,-22.22
"1654",50,"Vermont","17","AIC",69,46,-40
"1655",50,"Vermont","18","A",47,27,-54.05
"1656",50,"Vermont","18","AIC",61,35,-54.17
"1657",51,"Virginia","1","A",31397,31380,-0.05
"1658",51,"Virginia","1","AIC",41032,44814,8.81
"1659",51,"Virginia","2","A",29359,31661,7.55
"1660",51,"Virginia","2","AIC",37833,43159,13.15
"1661",51,"Virginia","3","A",24081,27433,13.01
"1662",51,"Virginia","3","AIC",30796,36879,17.98
"1663",51,"Virginia","4","A",22661,27110,17.88
"1664",51,"Virginia","4","AIC",28380,35089,21.14
"1665",51,"Virginia","5","A",25722,30675,17.56
"1666",51,"Virginia","5","AIC",30930,37494,19.19
"1667",51,"Virginia","6","A",33011,38553,15.49
"1668",51,"Virginia","6","AIC",37843,44693,16.6
"1669",51,"Virginia","7","A",37309,41689,11.09
"1670",51,"Virginia","7","AIC",41321,46848,12.54
"1671",51,"Virginia","8","A",41334,44969,8.42
"1672",51,"Virginia","8","AIC",44807,49376,9.7
"1673",51,"Virginia","9","A",35381,38174,7.59
"1674",51,"Virginia","9","AIC",38165,41727,8.92
"1675",51,"Virginia","10","A",30340,33642,10.32
"1676",51,"Virginia","10","AIC",32783,36671,11.2
"1677",51,"Virginia","11","A",25902,28648,10.07
"1678",51,"Virginia","11","AIC",28040,31072,10.26
"1679",51,"Virginia","12","A",21688,23071,6.18
"1680",51,"Virginia","12","AIC",23180,24778,6.66
"1681",51,"Virginia","13","A",17974,18852,4.77
"1682",51,"Virginia","13","AIC",19064,19996,4.77
"1683",51,"Virginia","14","A",12683,13178,3.83
"1684",51,"Virginia","14","AIC",13395,13932,3.93
"1685",51,"Virginia","15","A",9261,9090,-1.86
"1686",51,"Virginia","15","AIC",9768,9643,-1.29
"1687",51,"Virginia","16","A",6191,5816,-6.25
"1688",51,"Virginia","16","AIC",6554,6205,-5.47
"1689",51,"Virginia","17","A",3696,3140,-16.27
"1690",51,"Virginia","17","AIC",3950,3370,-15.85
"1691",51,"Virginia","18","A",2765,2068,-28.84
"1692",51,"Virginia","18","AIC",3005,2248,-28.82
"1693",53,"Washington","1","A",34016,29772,-13.31
"1694",53,"Washington","1","AIC",49556,50686,2.25
"1695",53,"Washington","2","A",32121,30321,-5.77
"1696",53,"Washington","2","AIC",45414,47853,5.23
"1697",53,"Washington","3","A",26943,28676,6.23
"1698",53,"Washington","3","AIC",38935,43937,12.07
"1699",53,"Washington","4","A",27025,33549,21.54
"1700",53,"Washington","4","AIC",37039,47166,24.05
"1701",53,"Washington","5","A",29920,36759,20.51
"1702",53,"Washington","5","AIC",38396,47804,21.83
"1703",53,"Washington","6","A",40394,41552,2.83
"1704",53,"Washington","6","AIC",47906,51314,6.87
"1705",53,"Washington","7","A",43846,42240,-3.73
"1706",53,"Washington","7","AIC",49807,50381,1.15
"1707",53,"Washington","8","A",44972,44488,-1.08
"1708",53,"Washington","8","AIC",49977,51040,2.1
"1709",53,"Washington","9","A",37671,39042,3.57
"1710",53,"Washington","9","AIC",41941,44054,4.91
"1711",53,"Washington","10","A",34242,36075,5.21
"1712",53,"Washington","10","AIC",37900,40422,6.44
"1713",53,"Washington","11","A",31009,32654,5.17
"1714",53,"Washington","11","AIC",34005,36293,6.51
"1715",53,"Washington","12","A",27151,28438,4.63
"1716",53,"Washington","12","AIC",29226,30867,5.46
"1717",53,"Washington","13","A",22011,22645,2.84
"1718",53,"Washington","13","AIC",23284,24051,3.24
"1719",53,"Washington","14","A",15421,15362,-0.38
"1720",53,"Washington","14","AIC",16199,16218,0.12
"1721",53,"Washington","15","A",11924,11726,-1.67
"1722",53,"Washington","15","AIC",12436,12265,-1.38
"1723",53,"Washington","16","A",8448,8328,-1.43
"1724",53,"Washington","16","AIC",8829,8711,-1.35
"1725",53,"Washington","17","A",6074,5603,-8.07
"1726",53,"Washington","17","AIC",6322,5816,-8.34
"1727",53,"Washington","18","A",5477,4455,-20.58
"1728",53,"Washington","18","AIC",5717,4659,-20.39
"1729",54,"West Virginia","1","A",802,730,-9.4
"1730",54,"West Virginia","1","AIC",1299,1343,3.33
"1731",54,"West Virginia","2","A",793,763,-3.86
"1732",54,"West Virginia","2","AIC",1281,1281,0
"1733",54,"West Virginia","3","A",717,672,-6.48
"1734",54,"West Virginia","3","AIC",1074,1098,2.21
"1735",54,"West Virginia","4","A",814,780,-4.27
"1736",54,"West Virginia","4","AIC",1170,1199,2.45
"1737",54,"West Virginia","5","A",1603,1304,-20.57
"1738",54,"West Virginia","5","AIC",1931,1673,-14.32
"1739",54,"West Virginia","6","A",1057,1254,17.05
"1740",54,"West Virginia","6","AIC",1284,1552,18.9
"1741",54,"West Virginia","7","A",884,1099,21.68
"1742",54,"West Virginia","7","AIC",1117,1362,19.77
"1743",54,"West Virginia","8","A",1058,1088,2.8
"1744",54,"West Virginia","8","AIC",1240,1292,4.11
"1745",54,"West Virginia","9","A",868,910,4.72
"1746",54,"West Virginia","9","AIC",998,1054,5.46
"1747",54,"West Virginia","10","A",832,844,1.43
"1748",54,"West Virginia","10","AIC",952,979,2.8
"1749",54,"West Virginia","11","A",688,730,5.92
"1750",54,"West Virginia","11","AIC",830,855,2.97
"1751",54,"West Virginia","12","A",634,676,6.41
"1752",54,"West Virginia","12","AIC",770,804,4.32
"1753",54,"West Virginia","13","A",637,654,2.63
"1754",54,"West Virginia","13","AIC",737,738,0.14
"1755",54,"West Virginia","14","A",493,520,5.33
"1756",54,"West Virginia","14","AIC",545,578,5.88
"1757",54,"West Virginia","15","A",350,321,-8.64
"1758",54,"West Virginia","15","AIC",413,372,-10.45
"1759",54,"West Virginia","16","A",191,150,-24.05
"1760",54,"West Virginia","16","AIC",230,195,-16.47
"1761",54,"West Virginia","17","A",130,88,-38.53
"1762",54,"West Virginia","17","AIC",162,106,-41.79
"1763",54,"West Virginia","18","A",115,54,-72.19
"1764",54,"West Virginia","18","AIC",170,75,-77.55
"1765",55,"Wisconsin","1","A",12446,12554,0.86
"1766",55,"Wisconsin","1","AIC",15675,16730,6.51
"1767",55,"Wisconsin","2","A",11462,11874,3.53
"1768",55,"Wisconsin","2","AIC",14316,15426,7.46
"1769",55,"Wisconsin","3","A",10413,11135,6.7
"1770",55,"Wisconsin","3","AIC",12797,13914,8.36
"1771",55,"Wisconsin","4","A",11269,12991,14.2
"1772",55,"Wisconsin","4","AIC",13239,15298,14.43
"1773",55,"Wisconsin","5","A",13464,14622,8.25
"1774",55,"Wisconsin","5","AIC",15125,16423,8.23
"1775",55,"Wisconsin","6","A",11781,13839,16.07
"1776",55,"Wisconsin","6","AIC",13064,15305,15.8
"1777",55,"Wisconsin","7","A",10005,11156,10.88
"1778",55,"Wisconsin","7","AIC",11113,12351,10.55
"1779",55,"Wisconsin","8","A",9876,9928,0.53
"1780",55,"Wisconsin","8","AIC",10855,10932,0.71
"1781",55,"Wisconsin","9","A",8487,8154,-4
"1782",55,"Wisconsin","9","AIC",9268,8955,-3.44
"1783",55,"Wisconsin","10","A",6776,6818,0.62
"1784",55,"Wisconsin","10","AIC",7407,7407,0
"1785",55,"Wisconsin","11","A",5130,5172,0.82
"1786",55,"Wisconsin","11","AIC",5692,5742,0.87
"1787",55,"Wisconsin","12","A",4084,4305,5.27
"1788",55,"Wisconsin","12","AIC",4444,4635,4.21
"1789",55,"Wisconsin","13","A",3080,3282,6.35
"1790",55,"Wisconsin","13","AIC",3337,3500,4.77
"1791",55,"Wisconsin","14","A",2103,2199,4.46
"1792",55,"Wisconsin","14","AIC",2291,2338,2.03
"1793",55,"Wisconsin","15","A",1454,1555,6.71
"1794",55,"Wisconsin","15","AIC",1575,1656,5.01
"1795",55,"Wisconsin","16","A",1037,1056,1.82
"1796",55,"Wisconsin","16","AIC",1135,1141,0.53
"1797",55,"Wisconsin","17","A",720,654,-9.61
"1798",55,"Wisconsin","17","AIC",775,713,-8.33
"1799",55,"Wisconsin","18","A",676,534,-23.47
"1800",55,"Wisconsin","18","AIC",754,584,-25.41
"1801",56,"Wyoming","1","A",448,267,-50.63
"1802",56,"Wyoming","1","AIC",877,644,-30.64
"1803",56,"Wyoming","2","A",478,262,-58.38
"1804",56,"Wyoming","2","AIC",856,580,-38.44
"1805",56,"Wyoming","3","A",332,248,-28.97
"1806",56,"Wyoming","3","AIC",593,547,-8.07
"1807",56,"Wyoming","4","A",275,291,5.65
"1808",56,"Wyoming","4","AIC",500,538,7.32
"1809",56,"Wyoming","5","A",455,616,30.07
"1810",56,"Wyoming","5","AIC",682,855,22.51
"1811",56,"Wyoming","6","A",413,517,22.37
"1812",56,"Wyoming","6","AIC",582,688,16.69
"1813",56,"Wyoming","7","A",439,366,-18.14
"1814",56,"Wyoming","7","AIC",552,528,-4.44
"1815",56,"Wyoming","8","A",413,400,-3.2
"1816",56,"Wyoming","8","AIC",506,513,1.37
"1817",56,"Wyoming","9","A",308,327,5.98
"1818",56,"Wyoming","9","AIC",374,403,7.46
"1819",56,"Wyoming","10","A",267,292,8.94
"1820",56,"Wyoming","10","AIC",336,369,9.36
"1821",56,"Wyoming","11","A",234,302,25.37
"1822",56,"Wyoming","11","AIC",300,366,19.82
"1823",56,"Wyoming","12","A",223,275,20.88
"1824",56,"Wyoming","12","AIC",267,318,17.44
"1825",56,"Wyoming","13","A",167,174,4.11
"1826",56,"Wyoming","13","AIC",181,206,12.92
"1827",56,"Wyoming","14","A",120,107,-11.45
"1828",56,"Wyoming","14","AIC",130,119,-8.84
"1829",56,"Wyoming","15","A",100,71,-33.92
"1830",56,"Wyoming","15","AIC",112,82,-30.93
"1831",56,"Wyoming","16","A",59,63,6.56
"1832",56,"Wyoming","16","AIC",68,69,1.46
"1833",56,"Wyoming","17","A",49,40,-20.22
"1834",56,"Wyoming","17","AIC",57,42,-30.3
"1835",56,"Wyoming","18","A",39,31,-22.86
"1836",56,"Wyoming","18","AIC",39,36,-8
